Start date:,01/14/2025,Start time:,16:38:40.280
Reading #,Reading
99,+1.85797290E+00
100,+1.85835524E+00
101,+1.85854510E+00
102,+1.85837375E+00
103,+1.85828273E+00
104,+1.85813773E+00
105,+1.85804932E+00
106,+1.85846999E+00
107,+1.85856622E+00
108,+1.85847390E+00
109,+1.85821154E+00
110,+1.85859648E+00
111,+1.85857405E+00
112,+1.85847129E+00
113,+1.85825770E+00
114,+1.85809026E+00
115,+1.85831038E+00
116,+1.85873757E+00
117,+1.85861891E+00
118,+1.85811921E+00
119,+1.85866376E+00
120,+1.85864003E+00
121,+1.85792935E+00
122,+1.85800446E+00
123,+1.85843035E+00
124,+1.85825900E+00
125,+1.85814556E+00
126,+1.85847390E+00
127,+1.85828795E+00
128,+1.85826291E+00
129,+1.85863612E+00
130,+1.85877982E+00
131,+1.85825770E+00
132,+1.85866376E+00
133,+1.85885623E+00
134,+1.85864264E+00
135,+1.85852006E+00
136,+1.85842643E+00
137,+1.85876130E+00
138,+1.85823136E+00
139,+1.85837897E+00
140,+1.85840270E+00
141,+1.85852006E+00
142,+1.85892352E+00
143,+1.85814556E+00
144,+1.85814425E+00
145,+1.85857274E+00
146,+1.85880616E+00
147,+1.85868880E+00
148,+1.85854510E+00
149,+1.85845408E+00
150,+1.85828143E+00
151,+1.85859126E+00
152,+1.85894856E+00
153,+1.85876000E+00
154,+1.85857144E+00
155,+1.85849763E+00
156,+1.85840009E+00
157,+1.85837767E+00
158,+1.85859517E+00
159,+1.85849502E+00
160,+1.85847651E+00
161,+1.85882598E+00
162,+1.85870862E+00
163,+1.85881007E+00
164,+1.85814686E+00
165,+1.85835524E+00
166,+1.85830777E+00
167,+1.85863873E+00
168,+1.85899733E+00
169,+1.85883250E+00
170,+1.85876000E+00
171,+1.85861630E+00
172,+1.85855032E+00
173,+1.85887997E+00
174,+1.85871253E+00
175,+1.85859126E+00
176,+1.85852137E+00
177,+1.85885232E+00
178,+1.85864525E+00
179,+1.85857144E+00
180,+1.85878634E+00
181,+1.85910816E+00
182,+1.85896577E+00
183,+1.85880616E+00
184,+1.85885362E+00
185,+1.85875739E+00
186,+1.85857014E+00
187,+1.85897490E+00
188,+1.85892743E+00
189,+1.85878504E+00
190,+1.85866115E+00
191,+1.85854510E+00
192,+1.85871253E+00
193,+1.85864133E+00
194,+1.85876261E+00
195,+1.85904479E+00
196,+1.85908965E+00
197,+1.85901454E+00
198,+1.85892352E+00
199,+1.85873366E+00
200,+1.85863873E+00
201,+1.85888127E+00
202,+1.85921353E+00
203,+1.85878112E+00
204,+1.85864133E+00
205,+1.85880746E+00
206,+1.85907374E+00
207,+1.85909617E+00
208,+1.85892613E+00
209,+1.85859387E+00
210,+1.85861760E+00
211,+1.85865594E+00
212,+1.85894986E+00
213,+1.85963550E+00
214,+1.85919110E+00
215,+1.85933350E+00
216,+1.85913711E+00
217,+1.85903827E+00
218,+1.85887344E+00
219,+1.85881007E+00
220,+1.85902106E+00
221,+1.85937705E+00
222,+1.85923465E+00
223,+1.85911468E+00
224,+1.85904479E+00
225,+1.85895247E+00
226,+1.85883120E+00
227,+1.85916476E+00
228,+1.85943234E+00
229,+1.85868358E+00
230,+1.85868489E+00
231,+1.85911468E+00
232,+1.85894464E+00
233,+1.85885362E+00
234,+1.85920831E+00
235,+1.85907113E+00
236,+1.85894595E+00
237,+1.85906722E+00
238,+1.85949832E+00
239,+1.85932958E+00
240,+1.85918588E+00
241,+1.85911729E+00
242,+1.85894334E+00
243,+1.85899472E+00
244,+1.85932698E+00
245,+1.85944825E+00
246,+1.85933219E+00
247,+1.85859387E+00
248,+1.85905131E+00
249,+1.85894856E+00
250,+1.85904218E+00
251,+1.85944955E+00
252,+1.85942321E+00
253,+1.85925839E+00
254,+1.85920962E+00
255,+1.85902367E+00
256,+1.85892352E+00
257,+1.85942191E+00
258,+1.85954187E+00
259,+1.85935071E+00
260,+1.85923465E+00
261,+1.85958673E+00
262,+1.85944955E+00
263,+1.85928473E+00
264,+1.85915693E+00
265,+1.85901845E+00
266,+1.85937705E+00
267,+1.85958934E+00
268,+1.85980163E+00
269,+1.85963420E+00
270,+1.85954318E+00
271,+1.85902367E+00
272,+1.85923204E+00
273,+1.85966054E+00
274,+1.85946937E+00
275,+1.85937575E+00
276,+1.85925708E+00
277,+1.85918719E+00
278,+1.85930324E+00
279,+1.85942712E+00
280,+1.85935462E+00
281,+1.85915824E+00
282,+1.85908965E+00
283,+1.85953927E+00
284,+1.85906983E+00
285,+1.85901845E+00
286,+1.85902497E+00
287,+1.85947459E+00
288,+1.85971453E+00
289,+1.85916606E+00
290,+1.85928473E+00
291,+1.85937444E+00
292,+1.85926099E+00
293,+1.85939687E+00
294,+1.85977790E+00
295,+1.85971322E+00
296,+1.85930976E+00
297,+1.85945477E+00
298,+1.85929933E+00
299,+1.85935332E+00
300,+1.85973174E+00
301,+1.85975416E+00
302,+1.85963550E+00
303,+1.85949832E+00
304,+1.85932828E+00
305,+1.85925447E+00
306,+1.85939556E+00
307,+1.85939948E+00
308,+1.85930976E+00
309,+1.85949571E+00
310,+1.85988066E+00
311,+1.85975547E+00
312,+1.85963811E+00
313,+1.85949963E+00
314,+1.85940078E+00
315,+1.85942582E+00
316,+1.85968558E+00
317,+1.85986892E+00
318,+1.85973174E+00
319,+1.85958804E+00
320,+1.85949310E+00
321,+1.85939817E+00
322,+1.85958673E+00
323,+1.85992160E+00
324,+1.85982667E+00
325,+1.85973304E+00
326,+1.85994533E+00
327,+1.85965793E+00
328,+1.85954187E+00
329,+1.85963941E+00
330,+1.85944433E+00
331,+1.85954318E+00
332,+1.85936922E+00
333,+1.85937575E+00
334,+1.85940209E+00
335,+1.85958804E+00
336,+1.85999541E+00
337,+1.85984779E+00
338,+1.85975547E+00
339,+1.85958934E+00
340,+1.85951684E+00
341,+1.85963550E+00
342,+1.85989526E+00
343,+1.85961177E+00
344,+1.85953796E+00
345,+1.85956691E+00
346,+1.86011668E+00
347,+1.86001653E+00
348,+1.85985301E+00
349,+1.85971061E+00
350,+1.85964072E+00
351,+1.85956952E+00
352,+1.85980163E+00
353,+1.85965532E+00
354,+1.85984779E+00
355,+1.85973043E+00
356,+1.85987283E+00
357,+1.85985431E+00
358,+1.85977790E+00
359,+1.85968688E+00
360,+1.85956691E+00
361,+1.85973043E+00
362,+1.86018266E+00
363,+1.86008642E+00
364,+1.85997167E+00
365,+1.85983319E+00
366,+1.85973435E+00
367,+1.85971061E+00
368,+1.85999671E+00
369,+1.86021161E+00
370,+1.86006400E+00
371,+1.85997167E+00
372,+1.85982275E+00
373,+1.85970279E+00
374,+1.85994794E+00
375,+1.86022752E+00
376,+1.86020770E+00
377,+1.86007052E+00
378,+1.86025386E+00
379,+1.85946676E+00
380,+1.85949180E+00
381,+1.85990308E+00
382,+1.85982667E+00
383,+1.85978312E+00
384,+1.85996776E+00
385,+1.86027368E+00
386,+1.86018396E+00
387,+1.86004157E+00
388,+1.85996906E+00
389,+1.85979641E+00
390,+1.85991899E+00
391,+1.86025516E+00
392,+1.86032897E+00
393,+1.85980163E+00
394,+1.85992942E+00
395,+1.86037122E+00
396,+1.86032506E+00
397,+1.86016153E+00
398,+1.85996646E+00
399,+1.85987413E+00
400,+1.86008642E+00
401,+1.86004026E+00
402,+1.85994664E+00
403,+1.85999280E+00
404,+1.86011276E+00
405,+1.86008642E+00
406,+1.85996776E+00
407,+1.85989917E+00
408,+1.86032636E+00
409,+1.86042129E+00
410,+1.86025255E+00
411,+1.86010624E+00
412,+1.86049118E+00
413,+1.86032245E+00
414,+1.86025647E+00
415,+1.86006400E+00
416,+1.85994142E+00
417,+1.86037252E+00
418,+1.86025516E+00
419,+1.86051622E+00
420,+1.85999932E+00
421,+1.86037122E+00
422,+1.85987152E+00
423,+1.85989526E+00
424,+1.85999410E+00
425,+1.86048988E+00
426,+1.86041868E+00
427,+1.86027759E+00
428,+1.86018527E+00
429,+1.86003244E+00
430,+1.86005747E+00
431,+1.86027498E+00
432,+1.86063880E+00
433,+1.86049510E+00
434,+1.86027889E+00
435,+1.86015893E+00
436,+1.86006791E+00
437,+1.86018396E+00
438,+1.86030654E+00
439,+1.86011407E+00
440,+1.86023143E+00
441,+1.86075616E+00
442,+1.86061637E+00
443,+1.86041999E+00
444,+1.86030393E+00
445,+1.86016153E+00
446,+1.86020900E+00
447,+1.86004678E+00
448,+1.86011537E+00
449,+1.86004157E+00
450,+1.86020770E+00
451,+1.86051361E+00
452,+1.86058612E+00
453,+1.86046745E+00
454,+1.86049379E+00
455,+1.86068496E+00
456,+1.86053735E+00
457,+1.86038035E+00
458,+1.86025255E+00
459,+1.86018527E+00
460,+1.86051492E+00
461,+1.86060724E+00
462,+1.86068366E+00
463,+1.86054256E+00
464,+1.86042260E+00
465,+1.86028150E+00
466,+1.86030263E+00
467,+1.86047137E+00
468,+1.86037122E+00
469,+1.86027629E+00
470,+1.86037904E+00
471,+1.86032506E+00
472,+1.86028150E+00
473,+1.86046615E+00
474,+1.86079841E+00
475,+1.86071000E+00
476,+1.86056238E+00
477,+1.86045155E+00
478,+1.86032245E+00
479,+1.86044241E+00
480,+1.86046484E+00
481,+1.86053735E+00
482,+1.86078120E+00
483,+1.86065862E+00
484,+1.86048858E+00
485,+1.86041477E+00
486,+1.86051622E+00
487,+1.86089464E+00
488,+1.86087613E+00
489,+1.86070348E+00
490,+1.86027759E+00
491,+1.86035009E+00
492,+1.86037513E+00
493,+1.86037513E+00
494,+1.86079710E+00
495,+1.86089595E+00
496,+1.86075616E+00
497,+1.86072590E+00
498,+1.86056760E+00
499,+1.86045155E+00
500,+1.86077598E+00
501,+1.86101331E+00
502,+1.86079710E+00
503,+1.86068366E+00
504,+1.86101200E+00
505,+1.86051361E+00
506,+1.86075224E+00
507,+1.86108450E+00
508,+1.86091968E+00
509,+1.86073243E+00
510,+1.86066644E+00
511,+1.86106599E+00
512,+1.86082475E+00
513,+1.86054387E+00
514,+1.86070087E+00
515,+1.86072460E+00
516,+1.86065862E+00
517,+1.86061115E+00
518,+1.86080362E+00
519,+1.86113066E+00
520,+1.86096714E+00
521,+1.86082866E+00
522,+1.86073243E+00
523,+1.86063489E+00
524,+1.86101722E+00
525,+1.86120969E+00
526,+1.86106729E+00
527,+1.86086700E+00
528,+1.86074964E+00
529,+1.86108581E+00
530,+1.86089464E+00
531,+1.86082083E+00
532,+1.86070608E+00
533,+1.86067974E+00
534,+1.86077467E+00
535,+1.86080232E+00
536,+1.86058351E+00
537,+1.86117943E+00
538,+1.86062967E+00
539,+1.86079580E+00
540,+1.86070217E+00
541,+1.86079841E+00
542,+1.86120186E+00
543,+1.86118335E+00
544,+1.86068105E+00
545,+1.86089986E+00
546,+1.86080101E+00
547,+1.86118857E+00
548,+1.86070608E+00
549,+1.86104095E+00
550,+1.86130071E+00
551,+1.86108320E+00
552,+1.86099349E+00
553,+1.86082605E+00
554,+1.86118204E+00
555,+1.86098957E+00
556,+1.86085109E+00
557,+1.86086569E+00
558,+1.86113066E+00
559,+1.86134817E+00
560,+1.86115962E+00
561,+1.86101722E+00
562,+1.86086960E+00
563,+1.86108972E+00
564,+1.86101200E+00
565,+1.86096584E+00
566,+1.86087482E+00
567,+1.86075485E+00
568,+1.86108450E+00
569,+1.86094341E+00
570,+1.86077728E+00
571,+1.86117552E+00
572,+1.86139694E+00
573,+1.86089203E+00
574,+1.86091707E+00
575,+1.86136930E+00
576,+1.86131922E+00
577,+1.86122820E+00
578,+1.86101070E+00
579,+1.86130332E+00
580,+1.86127306E+00
581,+1.86115440E+00
582,+1.86104095E+00
583,+1.86094472E+00
584,+1.86137060E+00
585,+1.86061376E+00
586,+1.86106599E+00
587,+1.86137191E+00
588,+1.86130071E+00
589,+1.86115440E+00
590,+1.86101722E+00
591,+1.86144180E+00
592,+1.86129940E+00
593,+1.86115570E+00
594,+1.86104095E+00
595,+1.86120186E+00
596,+1.86156046E+00
597,+1.86149057E+00
598,+1.86129940E+00
599,+1.86120447E+00
600,+1.86103573E+00
601,+1.86112936E+00
602,+1.86148535E+00
603,+1.86153673E+00
604,+1.86136799E+00
605,+1.86125194E+00
606,+1.86158680E+00
607,+1.86079841E+00
608,+1.86129940E+00
609,+1.86153673E+00
610,+1.86139694E+00
611,+1.86125585E+00
612,+1.86137060E+00
613,+1.86151561E+00
614,+1.86137060E+00
615,+1.86127958E+00
616,+1.86116092E+00
617,+1.86106468E+00
618,+1.86144180E+00
619,+1.86136669E+00
620,+1.86124672E+00
621,+1.86120056E+00
622,+1.86146945E+00
623,+1.86127306E+00
624,+1.86115440E+00
625,+1.86156177E+00
626,+1.86168174E+00
627,+1.86113327E+00
628,+1.86134165E+00
629,+1.86132053E+00
630,+1.86115570E+00
631,+1.86117813E+00
632,+1.86160662E+00
633,+1.86172920E+00
634,+1.86117943E+00
635,+1.86125063E+00
636,+1.86134165E+00
637,+1.86124933E+00
638,+1.86141024E+00
639,+1.86179910E+00
640,+1.86170286E+00
641,+1.86124933E+00
642,+1.86136930E+00
643,+1.86139303E+00
644,+1.86125194E+00
645,+1.86167913E+00
646,+1.86179518E+00
647,+1.86165148E+00
648,+1.86149187E+00
649,+1.86139694E+00
650,+1.86143528E+00
651,+1.86193497E+00
652,+1.86117813E+00
653,+1.86115701E+00
654,+1.86139564E+00
655,+1.86179910E+00
656,+1.86167521E+00
657,+1.86160793E+00
658,+1.86148926E+00
659,+1.86137321E+00
660,+1.86144571E+00
661,+1.86140216E+00
662,+1.86134687E+00
663,+1.86148926E+00
664,+1.86184786E+00
665,+1.86179779E+00
666,+1.86172659E+00
667,+1.86160532E+00
668,+1.86148666E+00
669,+1.86139694E+00
670,+1.86155785E+00
671,+1.86198374E+00
672,+1.86184265E+00
673,+1.86172790E+00
674,+1.86163166E+00
675,+1.86151169E+00
676,+1.86123342E+00
677,+1.86120317E+00
678,+1.86146684E+00
679,+1.86181891E+00
680,+1.86162905E+00
681,+1.86156177E+00
682,+1.86148796E+00
683,+1.86219994E+00
684,+1.86196131E+00
685,+1.86186899E+00
686,+1.86177536E+00
687,+1.86163297E+00
688,+1.86151300E+00
689,+1.86141415E+00
690,+1.86175293E+00
691,+1.86160923E+00
692,+1.86153412E+00
693,+1.86172659E+00
694,+1.86206016E+00
695,+1.86134296E+00
696,+1.86139825E+00
697,+1.86167260E+00
698,+1.86207606E+00
699,+1.86156307E+00
700,+1.86180040E+00
701,+1.86207737E+00
702,+1.86210893E+00
703,+1.86189663E+00
704,+1.86179518E+00
705,+1.86210371E+00
706,+1.86196262E+00
707,+1.86187421E+00
708,+1.86169634E+00
709,+1.86158811E+00
710,+1.86203381E+00
711,+1.86217751E+00
712,+1.86203903E+00
713,+1.86182805E+00
714,+1.86222368E+00
715,+1.86208128E+00
716,+1.86194280E+00
717,+1.86177145E+00
718,+1.86175293E+00
719,+1.86192037E+00
720,+1.86151169E+00
721,+1.86165800E+00
722,+1.86187029E+00
723,+1.86173051E+00
724,+1.86208519E+00
725,+1.86227375E+00
726,+1.86207867E+00
727,+1.86194149E+00
728,+1.86189272E+00
729,+1.86179518E+00
730,+1.86215248E+00
731,+1.86227245E+00
732,+1.86210240E+00
733,+1.86196783E+00
734,+1.86189924E+00
735,+1.86178058E+00
736,+1.86220386E+00
737,+1.86236607E+00
738,+1.86215639E+00
739,+1.86201921E+00
740,+1.86192167E+00
741,+1.86182413E+00
742,+1.86196001E+00
743,+1.86187160E+00
744,+1.86184656E+00
745,+1.86179388E+00
746,+1.86215900E+00
747,+1.86227245E+00
748,+1.86224871E+00
749,+1.86213135E+00
750,+1.86199026E+00
751,+1.86189142E+00
752,+1.86205624E+00
753,+1.86203121E+00
754,+1.86199157E+00
755,+1.86189142E+00
756,+1.86222628E+00
757,+1.86246231E+00
758,+1.86226984E+00
759,+1.86210501E+00
760,+1.86203121E+00
761,+1.86186768E+00
762,+1.86217882E+00
763,+1.86248604E+00
764,+1.86274841E+00
765,+1.86184786E+00
766,+1.86191906E+00
767,+1.86186768E+00
768,+1.86176884E+00
769,+1.86213005E+00
770,+1.86203251E+00
771,+1.86196653E+00
772,+1.86217621E+00
773,+1.86286968E+00
774,+1.86218534E+00
775,+1.86250977E+00
776,+1.86248734E+00
777,+1.86238850E+00
778,+1.86220255E+00
779,+1.86215117E+00
780,+1.86201269E+00
781,+1.86218012E+00
782,+1.86246100E+00
783,+1.86248995E+00
784,+1.86241615E+00
785,+1.86224871E+00
786,+1.86210632E+00
787,+1.86205102E+00
788,+1.86236738E+00
789,+1.86227114E+00
790,+1.86207737E+00
791,+1.86201269E+00
792,+1.86192037E+00
793,+1.86255854E+00
794,+1.86241223E+00
795,+1.86237129E+00
796,+1.86220125E+00
797,+1.86211153E+00
798,+1.86234104E+00
799,+1.86269833E+00
800,+1.86250977E+00
801,+1.86238981E+00
802,+1.86227636E+00
803,+1.86212744E+00
804,+1.86215117E+00
805,+1.86236868E+00
806,+1.86267721E+00
807,+1.86255463E+00
808,+1.86236607E+00
809,+1.86248474E+00
810,+1.86262844E+00
811,+1.86248213E+00
812,+1.86231730E+00
813,+1.86231600E+00
814,+1.86220386E+00
815,+1.86263235E+00
816,+1.86272337E+00
817,+1.86215639E+00
818,+1.86262322E+00
819,+1.86250325E+00
820,+1.86243988E+00
821,+1.86272206E+00
822,+1.86253742E+00
823,+1.86232382E+00
824,+1.86300555E+00
825,+1.86239111E+00
826,+1.86234104E+00
827,+1.86274841E+00
828,+1.86227375E+00
829,+1.86291584E+00
830,+1.86284595E+00
831,+1.86264826E+00
832,+1.86251369E+00
833,+1.86262452E+00
834,+1.86248604E+00
835,+1.86236868E+00
836,+1.86224089E+00
837,+1.86244118E+00
838,+1.86279587E+00
839,+1.86239111E+00
840,+1.86243336E+00
841,+1.86259949E+00
842,+1.86294348E+00
843,+1.86215639E+00
844,+1.86236477E+00
845,+1.86281569E+00
846,+1.86277214E+00
847,+1.86267329E+00
848,+1.86254003E+00
849,+1.86244379E+00
850,+1.86243988E+00
851,+1.86279848E+00
852,+1.86289602E+00
853,+1.86277344E+00
854,+1.86267460E+00
855,+1.86261123E+00
856,+1.86246492E+00
857,+1.86265087E+00
858,+1.86305432E+00
859,+1.86288950E+00
860,+1.86236999E+00
861,+1.86260862E+00
862,+1.86260601E+00
863,+1.86296330E+00
864,+1.86245970E+00
865,+1.86260992E+00
866,+1.86253742E+00
867,+1.86246492E+00
868,+1.86286707E+00
869,+1.86303842E+00
870,+1.86283551E+00
871,+1.86272598E+00
872,+1.86257836E+00
873,+1.86260731E+00
874,+1.86293566E+00
875,+1.86267590E+00
876,+1.86257706E+00
877,+1.86286185E+00
878,+1.86294348E+00
879,+1.86305563E+00
880,+1.86289080E+00
881,+1.86241223E+00
882,+1.86296330E+00
883,+1.86289080E+00
884,+1.86281830E+00
885,+1.86310309E+00
886,+1.86303450E+00
887,+1.86288689E+00
888,+1.86282352E+00
889,+1.86255724E+00
890,+1.86289471E+00
891,+1.86317038E+00
892,+1.86308458E+00
893,+1.86291323E+00
894,+1.86284595E+00
895,+1.86270094E+00
896,+1.86281699E+00
897,+1.86281569E+00
898,+1.86270094E+00
899,+1.86272859E+00
900,+1.86307806E+00
901,+1.86317690E+00
902,+1.86302668E+00
903,+1.86258488E+00
904,+1.86277083E+00
905,+1.86281960E+00
906,+1.86313074E+00
907,+1.86298573E+00
908,+1.86281960E+00
909,+1.86286707E+00
910,+1.86324288E+00
911,+1.86326792E+00
912,+1.86288558E+00
913,+1.86279718E+00
914,+1.86312813E+00
915,+1.86319672E+00
916,+1.86274971E+00
917,+1.86282352E+00
918,+1.86277083E+00
919,+1.86270224E+00
920,+1.86305432E+00
921,+1.86284203E+00
922,+1.86300294E+00
923,+1.86341423E+00
924,+1.86327053E+00
925,+1.86282221E+00
926,+1.86333781E+00
927,+1.86329556E+00
928,+1.86310831E+00
929,+1.86297921E+00
930,+1.86286576E+00
931,+1.86308327E+00
932,+1.86339310E+00
933,+1.86324288E+00
934,+1.86298052E+00
935,+1.86286446E+00
936,+1.86305563E+00
937,+1.86300947E+00
938,+1.86289080E+00
939,+1.86284203E+00
940,+1.86303450E+00
941,+1.86300947E+00
942,+1.86334042E+00
943,+1.86282091E+00
944,+1.86336807E+00
945,+1.86338658E+00
946,+1.86324940E+00
947,+1.86305824E+00
948,+1.86298834E+00
949,+1.86329295E+00
950,+1.86317820E+00
951,+1.86303581E+00
952,+1.86319933E+00
953,+1.86353419E+00
954,+1.86336415E+00
955,+1.86322567E+00
956,+1.86307414E+00
957,+1.86300294E+00
958,+1.86331799E+00
959,+1.86327053E+00
960,+1.86312682E+00
961,+1.86300947E+00
962,+1.86310831E+00
963,+1.86344057E+00
964,+1.86343144E+00
965,+1.86331799E+00
966,+1.86317168E+00
967,+1.86305563E+00
968,+1.86312813E+00
969,+1.86320585E+00
970,+1.86312813E+00
971,+1.86300555E+00
972,+1.86341292E+00
973,+1.86360278E+00
974,+1.86346039E+00
975,+1.86328904E+00
976,+1.86319672E+00
977,+1.86336154E+00
978,+1.86329165E+00
979,+1.86319933E+00
980,+1.86307936E+00
981,+1.86322045E+00
982,+1.86358166E+00
983,+1.86319672E+00
984,+1.86312813E+00
985,+1.86345908E+00
986,+1.86362260E+00
987,+1.86358036E+00
988,+1.86334433E+00
989,+1.86326922E+00
990,+1.86312813E+00
991,+1.86355401E+00
992,+1.86369902E+00
993,+1.86351046E+00
994,+1.86341292E+00
995,+1.86329817E+00
996,+1.86315317E+00
997,+1.86327053E+00
998,+1.86367137E+00
999,+1.86365025E+00
1000,+1.86355662E+00
1001,+1.86343405E+00
1002,+1.86326922E+00
1003,+1.86362521E+00
1004,+1.86319672E+00
1005,+1.86329165E+00
1006,+1.86327313E+00
1007,+1.86317690E+00
1008,+1.86367659E+00
1009,+1.86372406E+00
1010,+1.86360278E+00
1011,+1.86343796E+00
1012,+1.86339180E+00
1013,+1.86324549E+00
1014,+1.86362652E+00
1015,+1.86384272E+00
1016,+1.86372536E+00
1017,+1.86355532E+00
1018,+1.86371884E+00
1019,+1.86379395E+00
1020,+1.86305563E+00
1021,+1.86353419E+00
1022,+1.86322436E+00
1023,+1.86381768E+00
1024,+1.86372406E+00
1025,+1.86358296E+00
1026,+1.86346039E+00
1027,+1.86341031E+00
1028,+1.86367790E+00
1029,+1.86391261E+00
1030,+1.86372406E+00
1031,+1.86358166E+00
1032,+1.86345908E+00
1033,+1.86339310E+00
1034,+1.86367137E+00
1035,+1.86391131E+00
1036,+1.86386254E+00
1037,+1.86374127E+00
1038,+1.86360539E+00
1039,+1.86347890E+00
1040,+1.86336285E+00
1041,+1.86376891E+00
1042,+1.86398512E+00
1043,+1.86378612E+00
1044,+1.86372536E+00
1045,+1.86358036E+00
1046,+1.86395486E+00
1047,+1.86346169E+00
1048,+1.86348543E+00
1049,+1.86384142E+00
1050,+1.86374909E+00
1051,+1.86360539E+00
1052,+1.86348151E+00
1053,+1.86315317E+00
1054,+1.86364764E+00
1055,+1.86385993E+00
1056,+1.86374388E+00
1057,+1.86366485E+00
1058,+1.86353159E+00
1059,+1.86359757E+00
1060,+1.86403128E+00
1061,+1.86398251E+00
1062,+1.86384142E+00
1063,+1.86372275E+00
1064,+1.86362652E+00
1065,+1.86355662E+00
1066,+1.86365025E+00
1067,+1.86369772E+00
1068,+1.86360800E+00
1069,+1.86381638E+00
1070,+1.86417628E+00
1071,+1.86398381E+00
1072,+1.86370424E+00
1073,+1.86362260E+00
1074,+1.86374388E+00
1075,+1.86419480E+00
1076,+1.86365155E+00
1077,+1.86368858E+00
1078,+1.86350655E+00
1079,+1.86356054E+00
1080,+1.86348282E+00
1081,+1.86400494E+00
1082,+1.86412360E+00
1083,+1.86360148E+00
1084,+1.86385732E+00
1085,+1.86421462E+00
1086,+1.86407744E+00
1087,+1.86389149E+00
1088,+1.86381899E+00
1089,+1.86367007E+00
1090,+1.86398642E+00
1091,+1.86382029E+00
1092,+1.86377152E+00
1093,+1.86384533E+00
1094,+1.86412621E+00
1095,+1.86381116E+00
1096,+1.86372014E+00
1097,+1.86400885E+00
1098,+1.86409987E+00
1099,+1.86388627E+00
1100,+1.86336285E+00
1101,+1.86414733E+00
1102,+1.86408266E+00
1103,+1.86392983E+00
1104,+1.86426730E+00
1105,+1.86384142E+00
1106,+1.86405240E+00
1107,+1.86474065E+00
1108,+1.86414733E+00
1109,+1.86398381E+00
1110,+1.86384403E+00
1111,+1.86369119E+00
1112,+1.86409726E+00
1113,+1.86426469E+00
1114,+1.86425009E+00
1115,+1.86371884E+00
1116,+1.86396269E+00
1117,+1.86400494E+00
1118,+1.86428843E+00
1119,+1.86414603E+00
1120,+1.86429103E+00
1121,+1.86412621E+00
1122,+1.86397990E+00
1123,+1.86371754E+00
1124,+1.86391001E+00
1125,+1.86432259E+00
1126,+1.86428582E+00
1127,+1.86417107E+00
1128,+1.86433459E+00
1129,+1.86420132E+00
1130,+1.86407614E+00
1131,+1.86395486E+00
1132,+1.86388366E+00
1133,+1.86400363E+00
1134,+1.86402867E+00
1135,+1.86402737E+00
1136,+1.86385602E+00
1137,+1.86431216E+00
1138,+1.86448611E+00
1139,+1.86431868E+00
1140,+1.86400494E+00
1141,+1.86408135E+00
1142,+1.86401146E+00
1143,+1.86419610E+00
1144,+1.86436093E+00
1145,+1.86417628E+00
1146,+1.86393765E+00
1147,+1.86400233E+00
1148,+1.86396008E+00
