Start date:,01/14/2025,Start time:,16:46:06.690
Reading #,Reading
354,+3.17597667E-01
355,+3.17603066E-01
356,+3.17598059E-01
357,+3.17592660E-01
358,+3.17598189E-01
359,+3.17585802E-01
360,+3.17590809E-01
361,+3.17585541E-01
362,+3.17575918E-01
363,+3.17574066E-01
364,+3.17576309E-01
365,+3.17569450E-01
366,+3.17571562E-01
367,+3.17571823E-01
368,+3.17568928E-01
369,+3.17564052E-01
370,+3.17566294E-01
371,+3.17566686E-01
372,+3.17576831E-01
373,+3.17569581E-01
374,+3.17569320E-01
375,+3.17564573E-01
376,+3.17564965E-01
377,+3.17562200E-01
378,+3.17557323E-01
379,+3.17561939E-01
380,+3.17557063E-01
381,+3.17552968E-01
382,+3.17552838E-01
383,+3.17545718E-01
384,+3.17545066E-01
385,+3.17547831E-01
386,+3.17542954E-01
387,+3.17538208E-01
388,+3.17541103E-01
389,+3.17538468E-01
390,+3.17536095E-01
391,+3.17528845E-01
392,+3.17543215E-01
393,+3.17531218E-01
394,+3.17533722E-01
395,+3.17536356E-01
396,+3.17536226E-01
397,+3.17524229E-01
398,+3.17531479E-01
399,+3.17519353E-01
400,+3.17524360E-01
401,+3.17519613E-01
402,+3.17526603E-01
403,+3.17524229E-01
404,+3.17519744E-01
405,+3.17514737E-01
406,+3.17511972E-01
407,+3.17505114E-01
408,+3.17504853E-01
409,+3.17497342E-01
410,+3.17507487E-01
411,+3.17505635E-01
412,+3.17500759E-01
413,+3.17498385E-01
414,+3.17493378E-01
415,+3.17494030E-01
416,+3.17495230E-01
417,+3.17495751E-01
418,+3.17497733E-01
419,+3.17493117E-01
420,+3.17497472E-01
421,+3.17495230E-01
422,+3.17490875E-01
423,+3.17483885E-01
424,+3.17483233E-01
425,+3.17485998E-01
426,+3.17493509E-01
427,+3.17488632E-01
428,+3.17486650E-01
429,+3.17474523E-01
430,+3.17471628E-01
431,+3.17474132E-01
432,+3.17469516E-01
433,+3.17467012E-01
434,+3.17464509E-01
435,+3.17466882E-01
436,+3.17462396E-01
437,+3.17457520E-01
438,+3.17455016E-01
439,+3.17457520E-01
440,+3.17455016E-01
441,+3.17459893E-01
442,+3.17455407E-01
443,+3.17462266E-01
444,+3.17455407E-01
445,+3.17455277E-01
446,+3.17455929E-01
447,+3.17450922E-01
448,+3.17452252E-01
449,+3.17455407E-01
450,+3.17448027E-01
451,+3.17448027E-01
452,+3.17440907E-01
453,+3.17436422E-01
454,+3.17438926E-01
455,+3.17431415E-01
456,+3.17426929E-01
457,+3.17424556E-01
458,+3.17431806E-01
459,+3.17426668E-01
460,+3.17429302E-01
461,+3.17415194E-01
462,+3.17421922E-01
463,+3.17421792E-01
464,+3.17422052E-01
465,+3.17415324E-01
466,+3.17419549E-01
467,+3.17419940E-01
468,+3.17415063E-01
469,+3.17419810E-01
470,+3.17412429E-01
471,+3.17412951E-01
472,+3.17410187E-01
473,+3.17417306E-01
474,+3.17407552E-01
475,+3.17407813E-01
476,+3.17405701E-01
477,+3.17398451E-01
478,+3.17400824E-01
479,+3.17395687E-01
480,+3.17398582E-01
481,+3.17388437E-01
482,+3.17388698E-01
483,+3.17390679E-01
484,+3.17379205E-01
485,+3.17383821E-01
486,+3.17381578E-01
487,+3.17381839E-01
488,+3.17381578E-01
489,+3.17381839E-01
490,+3.17379596E-01
491,+3.17379205E-01
492,+3.17379335E-01
493,+3.17381839E-01
494,+3.17369843E-01
495,+3.17372085E-01
496,+3.17372216E-01
497,+3.17374589E-01
498,+3.17374589E-01
499,+3.17369973E-01
500,+3.17357716E-01
501,+3.17365357E-01
502,+3.17362853E-01
503,+3.17362853E-01
504,+3.17353230E-01
505,+3.17350727E-01
506,+3.17351118E-01
507,+3.17343607E-01
508,+3.17346111E-01
509,+3.17346111E-01
510,+3.17347962E-01
511,+3.17346502E-01
512,+3.17348354E-01
513,+3.17346111E-01
514,+3.17341234E-01
515,+3.17345980E-01
516,+3.17343477E-01
517,+3.17336227E-01
518,+3.17346633E-01
519,+3.17336618E-01
520,+3.17333593E-01
521,+3.17336748E-01
522,+3.17332002E-01
523,+3.17327125E-01
524,+3.17318154E-01
525,+3.17324230E-01
526,+3.17320136E-01
527,+3.17317111E-01
528,+3.17315651E-01
529,+3.17315651E-01
530,+3.17313017E-01
531,+3.17315129E-01
532,+3.17308140E-01
533,+3.17305897E-01
534,+3.17305897E-01
535,+3.17303785E-01
536,+3.17313017E-01
537,+3.17305897E-01
538,+3.17308010E-01
539,+3.17310252E-01
540,+3.17303133E-01
541,+3.17303133E-01
542,+3.17303524E-01
543,+3.17298647E-01
544,+3.17300629E-01
545,+3.17300760E-01
546,+3.17301020E-01
547,+3.17287042E-01
548,+3.17287042E-01
549,+3.17284017E-01
550,+3.17284669E-01
551,+3.17279010E-01
552,+3.17279401E-01
553,+3.17279140E-01
554,+3.17277028E-01
555,+3.17274655E-01
556,+3.17270039E-01
557,+3.17270300E-01
558,+3.17270039E-01
559,+3.17277028E-01
560,+3.17277289E-01
561,+3.17272803E-01
562,+3.17267535E-01
563,+3.17272412E-01
564,+3.17264901E-01
565,+3.17263441E-01
566,+3.17260676E-01
567,+3.17265553E-01
568,+3.17263050E-01
569,+3.17260807E-01
570,+3.17255278E-01
571,+3.17251184E-01
572,+3.17246568E-01
573,+3.17251184E-01
574,+3.17242082E-01
575,+3.17243673E-01
576,+3.17241169E-01
577,+3.17239057E-01
578,+3.17239318E-01
579,+3.17239318E-01
580,+3.17231937E-01
581,+3.17234571E-01
582,+3.17231546E-01
583,+3.17236423E-01
584,+3.17237206E-01
585,+3.17236814E-01
586,+3.17231937E-01
587,+3.17231677E-01
588,+3.17227582E-01
589,+3.17227713E-01
590,+3.17224687E-01
591,+3.17225470E-01
592,+3.17227452E-01
593,+3.17217698E-01
594,+3.17218090E-01
595,+3.17217698E-01
596,+3.17212561E-01
597,+3.17208467E-01
598,+3.17210188E-01
599,+3.17203459E-01
600,+3.17205963E-01
601,+3.17208727E-01
602,+3.17198191E-01
603,+3.17195949E-01
604,+3.17199365E-01
605,+3.17205833E-01
606,+3.17201477E-01
607,+3.17199365E-01
608,+3.17196862E-01
609,+3.17194488E-01
610,+3.17188959E-01
611,+3.17189090E-01
612,+3.17193967E-01
613,+3.17189481E-01
614,+3.17191463E-01
615,+3.17196731E-01
616,+3.17187238E-01
617,+3.17180380E-01
618,+3.17174981E-01
619,+3.17177094E-01
620,+3.17172478E-01
621,+3.17170365E-01
622,+3.17167470E-01
623,+3.17168383E-01
624,+3.17170626E-01
625,+3.17163637E-01
626,+3.17158499E-01
627,+3.17163637E-01
628,+3.17161003E-01
629,+3.17160742E-01
630,+3.17161133E-01
631,+3.17161003E-01
632,+3.17162985E-01
633,+3.17161394E-01
634,+3.17158760E-01
635,+3.17153362E-01
636,+3.17156387E-01
637,+3.17151510E-01
638,+3.17154014E-01
639,+3.17151119E-01
640,+3.17146503E-01
641,+3.17146894E-01
642,+3.17144130E-01
643,+3.17134507E-01
644,+3.17134246E-01
645,+3.17135159E-01
646,+3.17125014E-01
647,+3.17127518E-01
648,+3.17132264E-01
649,+3.17120920E-01
650,+3.17127779E-01
651,+3.17122771E-01
652,+3.17120007E-01
653,+3.17122902E-01
654,+3.17130152E-01
655,+3.17127518E-01
656,+3.17121050E-01
657,+3.17122510E-01
658,+3.17115261E-01
659,+3.17125014E-01
660,+3.17108793E-01
661,+3.17111558E-01
662,+3.17118286E-01
663,+3.17115652E-01
664,+3.17108793E-01
665,+3.17108663E-01
666,+3.17099300E-01
667,+3.17101804E-01
668,+3.17093641E-01
669,+3.17096406E-01
670,+3.17096666E-01
671,+3.17096666E-01
672,+3.17101935E-01
673,+3.17084801E-01
674,+3.17079924E-01
675,+3.17087304E-01
676,+3.17086782E-01
677,+3.17084801E-01
678,+3.17084540E-01
679,+3.17080315E-01
680,+3.17087304E-01
681,+3.17082688E-01
682,+3.17079924E-01
683,+3.17080315E-01
684,+3.17075308E-01
685,+3.17075699E-01
686,+3.17070431E-01
687,+3.17070301E-01
688,+3.17075047E-01
689,+3.17063181E-01
690,+3.17063572E-01
691,+3.17056322E-01
692,+3.17058826E-01
693,+3.17061069E-01
694,+3.17049333E-01
695,+3.17051967E-01
696,+3.17054080E-01
697,+3.17049203E-01
698,+3.17041692E-01
699,+3.17047221E-01
700,+3.17044065E-01
701,+3.17051707E-01
702,+3.17049203E-01
703,+3.17049986E-01
704,+3.17039580E-01
705,+3.17047091E-01
706,+3.17039710E-01
707,+3.17039580E-01
708,+3.17046569E-01
709,+3.17037207E-01
710,+3.17040232E-01
711,+3.17034833E-01
712,+3.17035094E-01
713,+3.17022837E-01
714,+3.17020333E-01
715,+3.17021377E-01
716,+3.17020855E-01
717,+3.17016109E-01
718,+3.17013736E-01
719,+3.17013084E-01
720,+3.17010710E-01
721,+3.17008728E-01
722,+3.17009250E-01
723,+3.17013866E-01
724,+3.17008468E-01
725,+3.17014257E-01
726,+3.17009120E-01
727,+3.17004373E-01
728,+3.17002000E-01
729,+3.16995142E-01
730,+3.17003721E-01
731,+3.16994620E-01
732,+3.17011363E-01
733,+3.17004634E-01
734,+3.16996602E-01
735,+3.16994098E-01
736,+3.16994620E-01
737,+3.16987631E-01
738,+3.16985258E-01
739,+3.16982493E-01
740,+3.16980120E-01
741,+3.16975895E-01
742,+3.16976287E-01
743,+3.16980511E-01
744,+3.16975504E-01
745,+3.16972740E-01
746,+3.16975374E-01
747,+3.16968515E-01
748,+3.16973392E-01
749,+3.16965881E-01
750,+3.16966403E-01
751,+3.16968384E-01
752,+3.16966142E-01
753,+3.16969167E-01
754,+3.16964290E-01
755,+3.16959283E-01
756,+3.16963899E-01
757,+3.16968254E-01
758,+3.16956388E-01
759,+3.16961526E-01
760,+3.16954015E-01
761,+3.16949790E-01
762,+3.16939645E-01
763,+3.16944914E-01
764,+3.16944653E-01
765,+3.16945044E-01
766,+3.16940428E-01
767,+3.16944653E-01
768,+3.16933178E-01
769,+3.16931066E-01
770,+3.16937794E-01
771,+3.16940428E-01
772,+3.16935290E-01
773,+3.16939776E-01
774,+3.16935030E-01
775,+3.16930805E-01
776,+3.16930675E-01
777,+3.16925928E-01
778,+3.16933178E-01
779,+3.16923294E-01
780,+3.16923033E-01
781,+3.16922903E-01
782,+3.16915914E-01
783,+3.16921182E-01
784,+3.16913541E-01
785,+3.16909316E-01
786,+3.16914193E-01
787,+3.16905091E-01
788,+3.16906943E-01
789,+3.16904961E-01
790,+3.16897450E-01
791,+3.16900475E-01
792,+3.16901805E-01
793,+3.16892834E-01
794,+3.16897580E-01
795,+3.16902066E-01
796,+3.16906812E-01
797,+3.16897320E-01
798,+3.16899954E-01
799,+3.16897320E-01
800,+3.16897450E-01
801,+3.16891530E-01
802,+3.16887827E-01
803,+3.16887436E-01
804,+3.16894816E-01
805,+3.16885715E-01
806,+3.16885975E-01
807,+3.16878465E-01
808,+3.16871345E-01
809,+3.16873457E-01
810,+3.16870823E-01
811,+3.16870954E-01
812,+3.16868711E-01
813,+3.16868189E-01
814,+3.16863965E-01
815,+3.16861592E-01
816,+3.16858958E-01
817,+3.16864356E-01
818,+3.16858827E-01
819,+3.16868581E-01
820,+3.16861852E-01
821,+3.16869102E-01
822,+3.16856715E-01
823,+3.16856845E-01
824,+3.16864617E-01
825,+3.16851968E-01
826,+3.16854342E-01
827,+3.16849856E-01
828,+3.16856976E-01
829,+3.16847222E-01
830,+3.16842215E-01
831,+3.16836008E-01
832,+3.16837990E-01
833,+3.16833244E-01
834,+3.16832983E-01
835,+3.16833635E-01
836,+3.16823621E-01
837,+3.16828367E-01
838,+3.16825994E-01
839,+3.16823360E-01
840,+3.16828758E-01
841,+3.16826124E-01
842,+3.16826255E-01
843,+3.16833244E-01
844,+3.16826124E-01
845,+3.16821900E-01
846,+3.16825994E-01
847,+3.16821508E-01
848,+3.16816371E-01
849,+3.16816240E-01
850,+3.16821769E-01
851,+3.16821117E-01
852,+3.16809251E-01
853,+3.16811885E-01
854,+3.16802393E-01
855,+3.16800411E-01
856,+3.16795664E-01
857,+3.16797777E-01
858,+3.16800280E-01
859,+3.16800411E-01
860,+3.16797255E-01
861,+3.16800019E-01
862,+3.16792769E-01
863,+3.16788023E-01
864,+3.16785389E-01
865,+3.16788023E-01
866,+3.16787762E-01
867,+3.16788154E-01
868,+3.16787893E-01
869,+3.16787501E-01
870,+3.16785780E-01
871,+3.16781164E-01
872,+3.16781034E-01
873,+3.16771411E-01
874,+3.16771541E-01
875,+3.16785519E-01
876,+3.16783668E-01
877,+3.16773523E-01
878,+3.16771672E-01
879,+3.16759675E-01
880,+3.16766795E-01
881,+3.16764030E-01
882,+3.16754016E-01
883,+3.16763770E-01
884,+3.16754668E-01
885,+3.16755190E-01
886,+3.16759415E-01
887,+3.16749922E-01
888,+3.16750444E-01
889,+3.16754799E-01
890,+3.16754799E-01
891,+3.16750183E-01
892,+3.16752686E-01
893,+3.16747418E-01
894,+3.16745045E-01
895,+3.16738186E-01
896,+3.16742672E-01
897,+3.16745306E-01
898,+3.16747679E-01
899,+3.16745436E-01
900,+3.16743194E-01
901,+3.16738447E-01
902,+3.16725799E-01
903,+3.16731197E-01
904,+3.16724208E-01
905,+3.16719201E-01
906,+3.16723686E-01
907,+3.16721313E-01
908,+3.16724208E-01
909,+3.16719723E-01
910,+3.16714846E-01
911,+3.16714846E-01
912,+3.16717350E-01
913,+3.16716437E-01
914,+3.16716697E-01
915,+3.16716697E-01
916,+3.16706944E-01
917,+3.16712212E-01
918,+3.16710100E-01
919,+3.16711690E-01
920,+3.16707596E-01
921,+3.16706683E-01
922,+3.16711951E-01
923,+3.16707596E-01
924,+3.16695208E-01
925,+3.16693487E-01
926,+3.16695600E-01
927,+3.16692966E-01
928,+3.16688219E-01
929,+3.16685977E-01
930,+3.16683603E-01
931,+3.16687958E-01
932,+3.16680708E-01
933,+3.16681230E-01
934,+3.16677006E-01
935,+3.16669756E-01
936,+3.16686368E-01
937,+3.16676745E-01
938,+3.16686237E-01
939,+3.16681100E-01
940,+3.16681491E-01
941,+3.16673850E-01
942,+3.16669103E-01
943,+3.16669234E-01
944,+3.16674502E-01
945,+3.16669103E-01
946,+3.16669103E-01
947,+3.16665009E-01
948,+3.16654995E-01
949,+3.16657498E-01
950,+3.16660002E-01
951,+3.16653013E-01
952,+3.16654995E-01
953,+3.16655125E-01
954,+3.16653013E-01
955,+3.16645502E-01
956,+3.16652883E-01
957,+3.16650118E-01
958,+3.16637861E-01
959,+3.16640756E-01
960,+3.16650509E-01
961,+3.16643520E-01
962,+3.16643259E-01
963,+3.16642868E-01
964,+3.16638513E-01
965,+3.16633897E-01
966,+3.16633767E-01
967,+3.16634158E-01
968,+3.16636270E-01
969,+3.16631393E-01
970,+3.16633897E-01
971,+3.16626647E-01
972,+3.16626908E-01
973,+3.16617285E-01
974,+3.16617024E-01
975,+3.16617154E-01
976,+3.16614781E-01
977,+3.16609774E-01
978,+3.16609383E-01
979,+3.16607270E-01
980,+3.16604636E-01
981,+3.16605810E-01
982,+3.16602785E-01
983,+3.16607401E-01
984,+3.16602915E-01
985,+3.16609904E-01
986,+3.16607531E-01
987,+3.16607270E-01
988,+3.16600281E-01
989,+3.16602655E-01
990,+3.16596057E-01
991,+3.16598299E-01
992,+3.16597778E-01
993,+3.16595665E-01
994,+3.16598039E-01
995,+3.16593553E-01
996,+3.16583539E-01
997,+3.16578662E-01
998,+3.16583930E-01
999,+3.16581426E-01
1000,+3.16577202E-01
1001,+3.16576550E-01
1002,+3.16581948E-01
1003,+3.16572195E-01
1004,+3.16572064E-01
1005,+3.16569821E-01
1006,+3.16566666E-01
1007,+3.16574568E-01
1008,+3.16564684E-01
1009,+3.16569430E-01
1010,+3.16574437E-01
1011,+3.16571934E-01
1012,+3.16562702E-01
1013,+3.16565336E-01
1014,+3.16553079E-01
1015,+3.16560198E-01
1016,+3.16562571E-01
1017,+3.16559937E-01
1018,+3.16557955E-01
1019,+3.16550836E-01
1020,+3.16546090E-01
1021,+3.16545437E-01
1022,+3.16550705E-01
1023,+3.16547680E-01
1024,+3.16538579E-01
1025,+3.16541474E-01
1026,+3.16536597E-01
1027,+3.16535684E-01
1028,+3.16538970E-01
1029,+3.16526843E-01
1030,+3.16534224E-01
1031,+3.16532111E-01
1032,+3.16531590E-01
1033,+3.16531459E-01
1034,+3.16531981E-01
1035,+3.16531068E-01
1036,+3.16523948E-01
1037,+3.16522358E-01
1038,+3.16519332E-01
1039,+3.16526974E-01
1040,+3.16529086E-01
1041,+3.16524209E-01
1042,+3.16520506E-01
1043,+3.16514717E-01
1044,+3.16509840E-01
1045,+3.16507858E-01
1046,+3.16500999E-01
1047,+3.16505615E-01
1048,+3.16495601E-01
1049,+3.16500869E-01
1050,+3.16498235E-01
1051,+3.16503242E-01
1052,+3.16493619E-01
1053,+3.16495731E-01
1054,+3.16495862E-01
1055,+3.16490985E-01
1056,+3.16500738E-01
1057,+3.16495340E-01
1058,+3.16496253E-01
1059,+3.16487021E-01
1060,+3.16493749E-01
1061,+3.16494271E-01
1062,+3.16489655E-01
1063,+3.16489133E-01
1064,+3.16491115E-01
1065,+3.16484257E-01
1066,+3.16471739E-01
1067,+3.16469496E-01
1068,+3.16474242E-01
1069,+3.16472521E-01
1070,+3.16471739E-01
1071,+3.16472130E-01
1072,+3.16457891E-01
1073,+3.16459742E-01
1074,+3.16462898E-01
1075,+3.16458413E-01
1076,+3.16455387E-01
1077,+3.16460786E-01
1078,+3.16460394E-01
1079,+3.16463028E-01
1080,+3.16467775E-01
1081,+3.16462768E-01
1082,+3.16458152E-01
1083,+3.16451032E-01
1084,+3.16455778E-01
1085,+3.16449050E-01
1086,+3.16450380E-01
1087,+3.16451032E-01
1088,+3.16455518E-01
1089,+3.16455648E-01
1090,+3.16438644E-01
1091,+3.16434811E-01
1092,+3.16429021E-01
1093,+3.16431786E-01
1094,+3.16434159E-01
1095,+3.16429413E-01
1096,+3.16427170E-01
1097,+3.16429674E-01
1098,+3.16422554E-01
1099,+3.16419920E-01
1100,+3.16424927E-01
1101,+3.16422684E-01
1102,+3.16422684E-01
1103,+3.16420050E-01
1104,+3.16419659E-01
1105,+3.16421771E-01
1106,+3.16422293E-01
1107,+3.16426518E-01
1108,+3.16415174E-01
1109,+3.16417677E-01
1110,+3.16415043E-01
1111,+3.16415304E-01
1112,+3.16407532E-01
1113,+3.16405420E-01
1114,+3.16403569E-01
1115,+3.16400804E-01
1116,+3.16406072E-01
1117,+3.16401195E-01
1118,+3.16400413E-01
1119,+3.16394337E-01
1120,+3.16398822E-01
1121,+3.16386435E-01
1122,+3.16386435E-01
1123,+3.16384583E-01
1124,+3.16389460E-01
1125,+3.16391703E-01
1126,+3.16389721E-01
1127,+3.16389460E-01
1128,+3.16388547E-01
1129,+3.16389069E-01
1130,+3.16386826E-01
1131,+3.16377203E-01
1132,+3.16379446E-01
1133,+3.16374960E-01
1134,+3.16376942E-01
1135,+3.16375221E-01
1136,+3.16374438E-01
1137,+3.16365728E-01
1138,+3.16365467E-01
1139,+3.16361243E-01
1140,+3.16363355E-01
1141,+3.16358348E-01
1142,+3.16355975E-01
1143,+3.16358478E-01
1144,+3.16358739E-01
1145,+3.16355844E-01
1146,+3.16348986E-01
1147,+3.16343978E-01
1148,+3.16343457E-01
